year,district,contact_type_cd,age_group,a_count
2018,14,INVSTG,50-60,239
2018,14,INVSTG,60 or older,109
2018,14,INVSTG,Juvenile,626
2018,15,GANGLTR,19-30,236
2018,15,GANGLTR,30-40,48
2018,15,GANGLTR,40-50,6
2018,15,GANGLTR,50-60,5
2018,15,GANGLTR,60 or older,1
2018,15,GANGLTR,Juvenile,50
2018,15,INVSTG,19-30,2535
2018,15,INVSTG,30-40,1018
2018,15,INVSTG,40-50,530
2018,15,INVSTG,50-60,446
2018,15,INVSTG,60 or older,137
2018,15,INVSTG,Juvenile,753
2018,16,GANGLTR,19-30,3
2018,16,INVSTG,19-30,959
2018,16,INVSTG,30-40,466
2018,16,INVSTG,40-50,330
2018,16,INVSTG,50-60,291
2018,16,INVSTG,60 or older,126
2018,16,INVSTG,Juvenile,914
2018,17,INVSTG,19-30,890
2018,17,INVSTG,30-40,431
2018,17,INVSTG,40-50,291
2018,17,INVSTG,50-60,267
2018,17,INVSTG,60 or older,72
2018,17,INVSTG,Juvenile,629
2018,18,GANGLTR,19-30,119
2018,18,GANGLTR,30-40,63
2018,18,GANGLTR,40-50,74
2018,18,GANGLTR,50-60,50
2018,18,GANGLTR,60 or older,11
2018,18,GANGLTR,Juvenile,13
2018,18,INVSTG,19-30,1168
2018,18,INVSTG,30-40,475
2018,18,INVSTG,40-50,458
2018,18,INVSTG,50-60,416
2018,18,INVSTG,60 or older,129
2018,18,INVSTG,Juvenile,573
2018,19,GANGLTR,19-30,37
2018,19,GANGLTR,30-40,4
2018,19,GANGLTR,40-50,4
2018,19,GANGLTR,Juvenile,37
2018,19,INVSTG,19-30,1179
2018,19,INVSTG,30-40,492
2018,19,INVSTG,40-50,324
2018,19,INVSTG,50-60,295
2018,19,INVSTG,60 or older,93
2018,19,INVSTG,Juvenile,510
2018,20,GANGLTR,19-30,4
2018,20,GANGLTR,30-40,25
2018,20,GANGLTR,40-50,11
2018,20,GANGLTR,50-60,9
2018,20,GANGLTR,60 or older,4
2018,20,GANGLTR,Juvenile,4
2018,20,INVSTG,19-30,680
2018,20,INVSTG,30-40,458
2018,20,INVSTG,40-50,337
2018,20,INVSTG,50-60,310
2018,20,INVSTG,60 or older,161
2018,20,INVSTG,Juvenile,473
2018,22,GANGLTR,19-30,2
2018,22,GANGLTR,30-40,3
2018,22,GANGLTR,40-50,4
2018,22,GANGLTR,50-60,9
2018,22,GANGLTR,60 or older,4
2018,22,INVSTG,19-30,1268
2018,22,INVSTG,30-40,465
2018,22,INVSTG,40-50,327
2018,22,INVSTG,50-60,336
2018,22,INVSTG,60 or older,96
2018,22,INVSTG,Juvenile,696
2018,24,GANGLTR,19-30,13
2018,24,GANGLTR,30-40,3
2018,24,GANGLTR,40-50,1
2018,24,GANGLTR,Juvenile,5
2018,24,INVSTG,19-30,1513
2018,24,INVSTG,30-40,733
2018,24,INVSTG,40-50,503
2018,24,INVSTG,50-60,374
2018,24,INVSTG,60 or older,157
2018,24,INVSTG,Juvenile,961
2018,25,GANGLTR,19-30,59
2018,25,GANGLTR,30-40,10
2018,25,GANGLTR,40-50,2
2018,25,GANGLTR,50-60,3
2018,25,GANGLTR,Juvenile,38
2018,25,INVSTG,19-30,3034
2018,25,INVSTG,30-40,1367
2018,25,INVSTG,40-50,1102
2018,25,INVSTG,50-60,770
2018,25,INVSTG,60 or older,234
2018,25,INVSTG,Juvenile,1607
2018,31,GANGLTR,30-40,1
2018,31,GANGLTR,40-50,1
2018,31,GANGLTR,Juvenile,1
2018,31,INVSTG,19-30,118
2018,31,INVSTG,30-40,47
2018,31,INVSTG,40-50,20
2018,31,INVSTG,50-60,12
2018,31,INVSTG,60 or older,3
2018,31,INVSTG,Juvenile,47
2018,41,GANGLTR,19-30,1
2018,41,INVSTG,19-30,6
2018,41,INVSTG,30-40,1
2018,41,INVSTG,40-50,2
2018,41,INVSTG,50-60,2
2018,41,INVSTG,Juvenile,2
2018,51,INVSTG,50-60,1
2019,1,GANGLTR,19-30,1
2019,1,GANGLTR,40-50,1
2019,1,INVSTG,19-30,1904
2019,1,INVSTG,30-40,1142
2019,1,INVSTG,40-50,908
2019,1,INVSTG,50-60,854
2019,1,INVSTG,60 or older,352
2019,1,INVSTG,Juvenile,752
2019,2,GANGLTR,19-30,78
2019,2,GANGLTR,30-40,21
2019,2,GANGLTR,40-50,40
2019,2,GANGLTR,50-60,54
2019,2,GANGLTR,60 or older,14
2019,2,GANGLTR,Juvenile,22
2019,2,INVSTG,19-30,1932
2019,2,INVSTG,30-40,998
2019,2,INVSTG,40-50,972
2019,2,INVSTG,50-60,1118
2019,2,INVSTG,60 or older,421
2019,2,INVSTG,Juvenile,781
2019,3,GANGLTR,19-30,128
2019,3,GANGLTR,30-40,62
2019,3,GANGLTR,40-50,21
2019,3,GANGLTR,50-60,28
2019,3,GANGLTR,60 or older,12
2019,3,GANGLTR,Juvenile,30
2019,3,INVSTG,19-30,2448
2019,3,INVSTG,30-40,1027
2019,3,INVSTG,40-50,522
2019,3,INVSTG,50-60,422
2019,3,INVSTG,60 or older,162
2019,3,INVSTG,Juvenile,707
2019,4,GANGLTR,19-30,172
2019,4,GANGLTR,30-40,127
2019,4,GANGLTR,40-50,168
2019,4,GANGLTR,50-60,191
2019,4,GANGLTR,60 or older,55
2019,4,GANGLTR,Juvenile,67
2019,4,INVSTG,19-30,6731
2019,4,INVSTG,30-40,2513
2019,4,INVSTG,40-50,1318
2019,4,INVSTG,50-60,1066
2019,4,INVSTG,60 or older,397
2019,4,INVSTG,Juvenile,1720
2019,5,GANGLTR,19-30,10
2019,5,GANGLTR,30-40,12
2019,5,GANGLTR,40-50,17
2019,5,GANGLTR,50-60,19
2019,5,GANGLTR,60 or older,5
2019,5,GANGLTR,Juvenile,1
2019,5,INVSTG,19-30,3143
2019,5,INVSTG,30-40,1184
2019,5,INVSTG,40-50,782
2019,5,INVSTG,50-60,798
2019,5,INVSTG,60 or older,295
2019,5,INVSTG,Juvenile,951
2019,6,GANGLTR,19-30,172
2019,6,GANGLTR,30-40,113
2019,6,GANGLTR,40-50,79
2019,6,GANGLTR,50-60,68
2019,6,GANGLTR,60 or older,14
2019,6,GANGLTR,Juvenile,23
2019,6,INVSTG,19-30,4056
2019,6,INVSTG,30-40,1415
2019,6,INVSTG,40-50,688
2019,6,INVSTG,50-60,589
2019,6,INVSTG,60 or older,191
2019,6,INVSTG,Juvenile,1068
2019,7,GANGLTR,19-30,39
2019,7,GANGLTR,30-40,20
2019,7,GANGLTR,40-50,17
2019,7,GANGLTR,50-60,9
2019,7,GANGLTR,60 or older,3
2019,7,GANGLTR,Juvenile,4
2019,7,INVSTG,19-30,7384
2019,7,INVSTG,30-40,2845
2019,7,INVSTG,40-50,1412
2019,7,INVSTG,50-60,1286
2019,7,INVSTG,60 or older,470
2019,7,INVSTG,Juvenile,1998
2019,8,GANGLTR,19-30,140
2019,8,GANGLTR,30-40,31
2019,8,GANGLTR,40-50,9
2019,8,GANGLTR,50-60,13
2019,8,GANGLTR,60 or older,1
2019,8,GANGLTR,Juvenile,27
2019,8,INVSTG,19-30,5272
2019,8,INVSTG,30-40,1849
2019,8,INVSTG,40-50,1155
2019,8,INVSTG,50-60,926
2019,8,INVSTG,60 or older,344
2019,8,INVSTG,Juvenile,2141
2019,9,GANGLTR,19-30,251
2019,9,GANGLTR,30-40,28
2019,9,GANGLTR,40-50,3
2019,9,GANGLTR,Juvenile,229
2019,9,INVSTG,19-30,4371
2019,9,INVSTG,30-40,1485
2019,9,INVSTG,40-50,959
2019,9,INVSTG,50-60,633
2019,9,INVSTG,60 or older,239
2019,9,INVSTG,Juvenile,1957
2019,10,GANGLTR,19-30,75
2019,10,GANGLTR,30-40,9
2019,10,GANGLTR,40-50,2
2019,10,GANGLTR,50-60,4
2019,10,GANGLTR,60 or older,1
2019,10,GANGLTR,Juvenile,72
2019,10,INVSTG,19-30,2566
2019,10,INVSTG,30-40,1286
2019,10,INVSTG,40-50,951
2019,10,INVSTG,50-60,929
2019,10,INVSTG,60 or older,394
2019,10,INVSTG,Juvenile,1167
2019,11,GANGLTR,19-30,337
2019,11,GANGLTR,30-40,64
2019,11,GANGLTR,40-50,28
2019,11,GANGLTR,50-60,9
2019,11,GANGLTR,60 or older,2
2019,11,GANGLTR,Juvenile,156
2019,11,INVSTG,19-30,4841
2019,11,INVSTG,30-40,2452
2019,11,INVSTG,40-50,1748
2019,11,INVSTG,50-60,1508
2019,11,INVSTG,60 or older,494
2019,11,INVSTG,Juvenile,1116
2019,12,GANGLTR,19-30,230
2019,12,GANGLTR,30-40,58
2019,12,GANGLTR,40-50,36
2019,12,GANGLTR,50-60,31
2019,12,GANGLTR,60 or older,8
2019,12,GANGLTR,Juvenile,115
2019,12,INVSTG,19-30,1784
2019,12,INVSTG,30-40,913
2019,12,INVSTG,40-50,781
2019,12,INVSTG,50-60,740
2019,12,INVSTG,60 or older,286
2019,12,INVSTG,Juvenile,777
2019,14,GANGLTR,19-30,17
2019,14,GANGLTR,30-40,2
2019,14,GANGLTR,Juvenile,16
2019,14,INVSTG,19-30,2273
2019,14,INVSTG,30-40,908
2019,14,INVSTG,40-50,468
2019,14,INVSTG,50-60,328
2019,14,INVSTG,60 or older,191
2019,14,INVSTG,Juvenile,812
2019,15,GANGLTR,19-30,75
2019,15,GANGLTR,30-40,35
2019,15,GANGLTR,40-50,12
2019,15,GANGLTR,50-60,5
2019,15,GANGLTR,Juvenile,20
2019,15,INVSTG,19-30,2265
2019,15,INVSTG,30-40,1007
2019,15,INVSTG,40-50,627
2019,15,INVSTG,50-60,533
2019,15,INVSTG,60 or older,182
2019,15,INVSTG,Juvenile,769
2019,16,GANGLTR,30-40,1
2019,16,GANGLTR,40-50,1
2019,16,INVSTG,19-30,1061
2019,16,INVSTG,30-40,510
2019,16,INVSTG,40-50,473
2019,16,INVSTG,50-60,316
2019,16,INVSTG,60 or older,156
2019,16,INVSTG,Juvenile,1129
2019,17,INVSTG,19-30,1207
2019,17,INVSTG,30-40,446
2019,17,INVSTG,40-50,351
2019,17,INVSTG,50-60,222
2019,17,INVSTG,60 or older,85
2019,17,INVSTG,Juvenile,699
2019,18,GANGLTR,19-30,151
2019,18,GANGLTR,30-40,47
2019,18,GANGLTR,40-50,58
2019,18,GANGLTR,50-60,30
2019,18,GANGLTR,60 or older,14
2019,18,GANGLTR,Juvenile,12
2019,18,INVSTG,19-30,2089
2019,18,INVSTG,30-40,938
2019,18,INVSTG,40-50,781
2019,18,INVSTG,50-60,561
2019,18,INVSTG,60 or older,228
2019,18,INVSTG,Juvenile,661
2019,19,GANGLTR,19-30,45
2019,19,GANGLTR,30-40,11
2019,19,GANGLTR,40-50,2
2019,19,GANGLTR,50-60,2
2019,19,GANGLTR,60 or older,2
2019,19,GANGLTR,Juvenile,49
2019,19,INVSTG,19-30,1823
2019,19,INVSTG,30-40,803
2019,19,INVSTG,40-50,429
2019,19,INVSTG,50-60,469
2019,19,INVSTG,60 or older,145
2019,19,INVSTG,Juvenile,537
2019,20,GANGLTR,19-30,26
2019,20,GANGLTR,30-40,55
2019,20,GANGLTR,40-50,19
2019,20,GANGLTR,50-60,8
2019,20,GANGLTR,60 or older,1
2019,20,GANGLTR,Juvenile,21
2019,20,INVSTG,19-30,946
2019,20,INVSTG,30-40,584
2019,20,INVSTG,40-50,380
2019,20,INVSTG,50-60,388
2019,20,INVSTG,60 or older,184
2019,20,INVSTG,Juvenile,433
2019,22,GANGLTR,19-30,1
2019,22,GANGLTR,40-50,1
2019,22,GANGLTR,50-60,1
2019,22,GANGLTR,60 or older,3
2019,22,INVSTG,19-30,1259
2019,22,INVSTG,30-40,532
2019,22,INVSTG,40-50,311
2019,22,INVSTG,50-60,330
2019,22,INVSTG,60 or older,120
2019,22,INVSTG,Juvenile,726
2019,24,GANGLTR,19-30,37
2019,24,GANGLTR,30-40,2
2019,24,GANGLTR,50-60,2
2019,24,GANGLTR,Juvenile,25
2019,24,INVSTG,19-30,2224
2019,24,INVSTG,30-40,928
2019,24,INVSTG,40-50,628
2019,24,INVSTG,50-60,461
2019,24,INVSTG,60 or older,240
2019,24,INVSTG,Juvenile,1006
2019,25,GANGLTR,19-30,77
2019,25,GANGLTR,30-40,11
2019,25,GANGLTR,40-50,1
2019,25,GANGLTR,Juvenile,21
2019,25,INVSTG,19-30,3044
2019,25,INVSTG,30-40,1060
2019,25,INVSTG,40-50,682
2019,25,INVSTG,50-60,428
2019,25,INVSTG,60 or older,136
2019,25,INVSTG,Juvenile,1209
2019,31,GANGLTR,Juvenile,1
2019,31,INVSTG,19-30,177
2019,31,INVSTG,30-40,43
2019,31,INVSTG,40-50,24
2019,31,INVSTG,50-60,17
2019,31,INVSTG,60 or older,7
2019,31,INVSTG,Juvenile,39
2019,41,INVSTG,19-30,7
2019,41,INVSTG,30-40,2
2019,41,INVSTG,40-50,2
2019,41,INVSTG,50-60,3
2019,41,INVSTG,Juvenile,3
2020,1,INVSTG,19-30,1769
2020,1,INVSTG,30-40,900
2020,1,INVSTG,40-50,623
2020,1,INVSTG,50-60,590
2020,1,INVSTG,60 or older,266
2020,1,INVSTG,Juvenile,530
2020,1,PRO,30-40,1
2020,2,GANGLTR,19-30,31
2020,2,GANGLTR,30-40,14
2020,2,GANGLTR,40-50,9
2020,2,GANGLTR,50-60,12
2020,2,GANGLTR,60 or older,1
2020,2,GANGLTR,Juvenile,5
2020,2,INVSTG,19-30,870
2020,2,INVSTG,30-40,436
2020,2,INVSTG,40-50,240
2020,2,INVSTG,50-60,294
2020,2,INVSTG,60 or older,100
2020,2,INVSTG,Juvenile,335
2020,3,GANGLTR,19-30,35
2020,3,GANGLTR,30-40,21
2020,3,GANGLTR,40-50,13
2020,3,GANGLTR,50-60,13
2020,3,GANGLTR,60 or older,6
2020,3,GANGLTR,Juvenile,20
2020,3,INVSTG,19-30,1218
2020,3,INVSTG,30-40,466
2020,3,INVSTG,40-50,237
2020,3,INVSTG,50-60,145
2020,3,INVSTG,60 or older,42
2020,3,INVSTG,Juvenile,332
2020,3,PRO,60 or older,1
2020,4,GANGLTR,19-30,34
2020,4,GANGLTR,30-40,23
2020,4,GANGLTR,40-50,71
2020,4,GANGLTR,50-60,83
2020,4,GANGLTR,60 or older,12
2020,4,GANGLTR,Juvenile,8
2020,4,INVSTG,19-30,2653
2020,4,INVSTG,30-40,849
2020,4,INVSTG,40-50,421
2020,4,INVSTG,50-60,356
2020,4,INVSTG,60 or older,149
2020,4,INVSTG,Juvenile,515
2020,4,PRO,40-50,1
2020,4,PRO,50-60,1
2020,5,GANGLTR,40-50,1
2020,5,GANGLTR,50-60,1
2020,5,GANGLTR,60 or older,2
2020,5,INVSTG,19-30,1487
2020,5,INVSTG,30-40,647
2020,5,INVSTG,40-50,416
2020,5,INVSTG,50-60,470
2020,5,INVSTG,60 or older,156
2020,5,INVSTG,Juvenile,390
2020,5,PRO,19-30,2
2020,5,PRO,30-40,1
2020,5,PRO,40-50,1
2020,5,PRO,50-60,1
2020,5,PRO,60 or older,1
2020,6,GANGLTR,19-30,19
2020,6,GANGLTR,30-40,14
2020,6,GANGLTR,40-50,12
2020,6,GANGLTR,50-60,10
2020,6,GANGLTR,60 or older,3
2020,6,INVSTG,19-30,2292
2020,6,INVSTG,30-40,775
2020,6,INVSTG,40-50,329
2020,6,INVSTG,50-60,254
2020,6,INVSTG,60 or older,109
2020,6,INVSTG,Juvenile,491
2020,7,GANGLTR,19-30,1
2020,7,GANGLTR,30-40,6
2020,7,GANGLTR,40-50,5
2020,7,GANGLTR,60 or older,1
2020,7,INVSTG,19-30,5116
2020,7,INVSTG,30-40,1945
2020,7,INVSTG,40-50,831
2020,7,INVSTG,50-60,821
2020,7,INVSTG,60 or older,333
2020,7,INVSTG,Juvenile,1082
2020,7,PRO,19-30,1
2020,7,PRO,30-40,1
2020,8,GANGLTR,19-30,58
2020,8,GANGLTR,30-40,27
2020,8,GANGLTR,40-50,9
2020,8,GANGLTR,50-60,6
2020,8,GANGLTR,60 or older,5
2020,8,GANGLTR,Juvenile,12
2020,8,INVSTG,19-30,2931
2020,8,INVSTG,30-40,952
2020,8,INVSTG,40-50,554
2020,8,INVSTG,50-60,428
2020,8,INVSTG,60 or older,160
2020,8,INVSTG,Juvenile,878
2020,8,PRO,19-30,2
2020,8,PRO,30-40,6
2020,8,PRO,40-50,2
2020,9,GANGLTR,19-30,97
2020,9,GANGLTR,30-40,10
2020,9,GANGLTR,Juvenile,85
2020,9,INVSTG,19-30,2739
2020,9,INVSTG,30-40,857
2020,9,INVSTG,40-50,369
2020,9,INVSTG,50-60,286
2020,9,INVSTG,60 or older,100
2020,9,INVSTG,Juvenile,904
2020,10,GANGLTR,19-30,30
2020,10,GANGLTR,30-40,8
2020,10,GANGLTR,40-50,1
2020,10,GANGLTR,50-60,3
2020,10,GANGLTR,Juvenile,19
2020,10,INVSTG,19-30,1304
2020,10,INVSTG,30-40,543
2020,10,INVSTG,40-50,286
2020,10,INVSTG,50-60,265
2020,10,INVSTG,60 or older,82
2020,10,INVSTG,Juvenile,459
2020,11,GANGLTR,19-30,95
2020,11,GANGLTR,30-40,45
2020,11,GANGLTR,40-50,13
2020,11,GANGLTR,50-60,4
2020,11,GANGLTR,Juvenile,31
2020,11,INVSTG,19-30,3291
2020,11,INVSTG,30-40,1637
2020,11,INVSTG,40-50,960
2020,11,INVSTG,50-60,760
2020,11,INVSTG,60 or older,225
2020,11,INVSTG,Juvenile,645
2020,11,PRO,30-40,1
2020,11,PRO,40-50,3
2020,12,GANGLTR,19-30,76
2020,12,GANGLTR,30-40,27
2020,12,GANGLTR,40-50,7
2020,12,GANGLTR,50-60,11
2020,12,GANGLTR,60 or older,2
2020,12,GANGLTR,Juvenile,17
2020,12,INVSTG,19-30,1154
2020,12,INVSTG,30-40,503
2020,12,INVSTG,40-50,343
2020,12,INVSTG,50-60,320
2020,12,INVSTG,60 or older,113
2020,12,INVSTG,Juvenile,341
2020,12,PRO,30-40,2
2020,12,PRO,40-50,4
2020,12,PRO,50-60,2
2020,14,GANGLTR,19-30,24
2020,14,GANGLTR,30-40,4
2020,14,GANGLTR,40-50,3
2020,14,GANGLTR,Juvenile,6
2020,14,INVSTG,19-30,1486
2020,14,INVSTG,30-40,534
2020,14,INVSTG,40-50,272
2020,14,INVSTG,50-60,208
2020,14,INVSTG,60 or older,95
2020,14,INVSTG,Juvenile,399
2020,14,PRO,19-30,1
2020,14,PRO,40-50,1
2020,15,GANGLTR,19-30,55
2020,15,GANGLTR,30-40,7
2020,15,GANGLTR,Juvenile,3
2020,15,INVSTG,19-30,1390
2020,15,INVSTG,30-40,646
2020,15,INVSTG,40-50,332
2020,15,INVSTG,50-60,345
2020,15,INVSTG,60 or older,135
2020,15,INVSTG,Juvenile,381
2020,16,INVSTG,19-30,728
2020,16,INVSTG,30-40,368
2020,16,INVSTG,40-50,337
2020,16,INVSTG,50-60,259
2020,16,INVSTG,60 or older,106
2020,16,INVSTG,Juvenile,371
2020,17,INVSTG,19-30,683
2020,17,INVSTG,30-40,276
2020,17,INVSTG,40-50,164
2020,17,INVSTG,50-60,107
2020,17,INVSTG,60 or older,28
2020,17,INVSTG,Juvenile,288
2020,18,GANGLTR,19-30,54
2020,18,GANGLTR,30-40,7
2020,18,GANGLTR,40-50,11
2020,18,GANGLTR,50-60,13
2020,18,GANGLTR,60 or older,3
2020,18,INVSTG,19-30,1457
2020,18,INVSTG,30-40,524
2020,18,INVSTG,40-50,307
2020,18,INVSTG,50-60,245
2020,18,INVSTG,60 or older,110
2020,18,INVSTG,Juvenile,345
2020,18,PRO,19-30,1
2020,18,PRO,30-40,1
2020,19,GANGLTR,19-30,48
2020,19,GANGLTR,30-40,12
2020,19,GANGLTR,40-50,3
2020,19,GANGLTR,50-60,4
2020,19,GANGLTR,60 or older,3
2020,19,GANGLTR,Juvenile,19
2020,19,INVSTG,19-30,890
2020,19,INVSTG,30-40,469
2020,19,INVSTG,40-50,320
2020,19,INVSTG,50-60,370
2020,19,INVSTG,60 or older,117
2020,19,INVSTG,Juvenile,300
2020,20,GANGLTR,19-30,8
2020,20,GANGLTR,30-40,23
2020,20,GANGLTR,40-50,17
2020,20,GANGLTR,50-60,4
2020,20,GANGLTR,Juvenile,3
2020,20,INVSTG,19-30,416
2020,20,INVSTG,30-40,276
2020,20,INVSTG,40-50,218
2020,20,INVSTG,50-60,240
2020,20,INVSTG,60 or older,93
2020,20,INVSTG,Juvenile,173
2020,22,INVSTG,19-30,917
2020,22,INVSTG,30-40,296
2020,22,INVSTG,40-50,187
2020,22,INVSTG,50-60,162
2020,22,INVSTG,60 or older,59
2020,22,INVSTG,Juvenile,307
2020,24,GANGLTR,19-30,62
2020,24,GANGLTR,30-40,41
2020,24,GANGLTR,40-50,3
2020,24,GANGLTR,Juvenile,5
2020,24,INVSTG,19-30,1237
2020,24,INVSTG,30-40,471
2020,24,INVSTG,40-50,264
2020,24,INVSTG,50-60,139
2020,24,INVSTG,60 or older,82
2020,24,INVSTG,Juvenile,361
2020,24,PRO,19-30,1
2020,24,PRO,30-40,2
2020,25,GANGLTR,19-30,9
2020,25,GANGLTR,30-40,2
2020,25,GANGLTR,Juvenile,1
2020,25,INVSTG,19-30,3025
2020,25,INVSTG,30-40,1132
2020,25,INVSTG,40-50,704
2020,25,INVSTG,50-60,520
2020,25,INVSTG,60 or older,159
2020,25,INVSTG,Juvenile,717
2020,25,PRO,30-40,6
2020,25,PRO,40-50,4
2020,25,PRO,50-60,2
2020,25,PRO,60 or older,1
2020,31,GANGLTR,19-30,1
2020,31,GANGLTR,40-50,1
2020,31,GANGLTR,50-60,1
2020,31,INVSTG,19-30,144
2020,31,INVSTG,30-40,35
2020,31,INVSTG,40-50,17
2020,31,INVSTG,50-60,11
2020,31,INVSTG,60 or older,2
2020,31,INVSTG,Juvenile,39
2020,31,PRO,19-30,1
2020,41,INVSTG,30-40,1
2021,1,INVSTG,19-30,1346
2021,1,INVSTG,30-40,540
2021,1,INVSTG,40-50,257
2021,1,INVSTG,50-60,211
2021,1,INVSTG,60 or older,118
2021,1,INVSTG,Juvenile,399
2021,2,GANGLTR,19-30,17
2021,2,GANGLTR,30-40,21
2021,2,GANGLTR,40-50,18
2021,2,GANGLTR,50-60,24
2021,2,GANGLTR,60 or older,12
2021,2,GANGLTR,Juvenile,3
2021,2,INVSTG,19-30,938
2021,2,INVSTG,30-40,392
2021,2,INVSTG,40-50,202
2021,2,INVSTG,50-60,126
2021,2,INVSTG,60 or older,68
2021,2,INVSTG,Juvenile,212
2021,3,GANGLTR,19-30,35
2021,3,GANGLTR,30-40,68
2021,3,GANGLTR,40-50,37
2021,3,GANGLTR,50-60,17
2021,3,GANGLTR,60 or older,12
2021,3,INVSTG,19-30,993
2021,3,INVSTG,30-40,415
2021,3,INVSTG,40-50,193
2021,3,INVSTG,50-60,101
2021,3,INVSTG,60 or older,36
2021,3,INVSTG,Juvenile,205
2021,4,GANGLTR,19-30,25
2021,4,GANGLTR,30-40,86
2021,4,GANGLTR,40-50,44
2021,4,GANGLTR,50-60,31
2021,4,GANGLTR,60 or older,14
2021,4,GANGLTR,Juvenile,1
2021,4,INVSTG,19-30,1721
2021,4,INVSTG,30-40,705
2021,4,INVSTG,40-50,337
2021,4,INVSTG,50-60,231
2021,4,INVSTG,60 or older,95
2021,4,INVSTG,Juvenile,291
2021,5,GANGLTR,19-30,7
2021,5,GANGLTR,30-40,2
2021,5,GANGLTR,40-50,13
2021,5,GANGLTR,50-60,25
2021,5,GANGLTR,60 or older,5
2021,5,INVSTG,19-30,1257
2021,5,INVSTG,30-40,628
2021,5,INVSTG,40-50,385
2021,5,INVSTG,50-60,448
