year,district,contact_type_cd,age_group,a_count
2021,5,INVSTG,60 or older,176
2021,5,INVSTG,Juvenile,233
2021,6,GANGLTR,19-30,20
2021,6,GANGLTR,30-40,47
2021,6,GANGLTR,40-50,15
2021,6,GANGLTR,50-60,17
2021,6,GANGLTR,60 or older,5
2021,6,INVSTG,19-30,1978
2021,6,INVSTG,30-40,740
2021,6,INVSTG,40-50,276
2021,6,INVSTG,50-60,203
2021,6,INVSTG,60 or older,100
2021,6,INVSTG,Juvenile,337
2021,7,GANGLTR,19-30,10
2021,7,GANGLTR,30-40,11
2021,7,GANGLTR,40-50,6
2021,7,GANGLTR,50-60,2
2021,7,GANGLTR,60 or older,1
2021,7,GANGLTR,Juvenile,1
2021,7,INVSTG,19-30,3258
2021,7,INVSTG,30-40,1265
2021,7,INVSTG,40-50,439
2021,7,INVSTG,50-60,334
2021,7,INVSTG,60 or older,104
2021,7,INVSTG,Juvenile,537
2021,7,PRO,30-40,1
2021,8,GANGLTR,19-30,137
2021,8,GANGLTR,30-40,74
2021,8,GANGLTR,40-50,63
2021,8,GANGLTR,50-60,6
2021,8,GANGLTR,60 or older,13
2021,8,GANGLTR,Juvenile,2
2021,8,INVSTG,19-30,1918
2021,8,INVSTG,30-40,746
2021,8,INVSTG,40-50,365
2021,8,INVSTG,50-60,234
2021,8,INVSTG,60 or older,141
2021,8,INVSTG,Juvenile,515
2021,8,PRO,30-40,2
2021,8,PRO,40-50,1
2021,8,PRO,50-60,2
2021,8,PRO,Juvenile,1
2021,9,GANGLTR,19-30,35
2021,9,GANGLTR,30-40,3
2021,9,GANGLTR,Juvenile,34
2021,9,INVSTG,19-30,1689
2021,9,INVSTG,30-40,574
2021,9,INVSTG,40-50,207
2021,9,INVSTG,50-60,129
2021,9,INVSTG,60 or older,53
2021,9,INVSTG,Juvenile,442
2021,10,GANGLTR,19-30,28
2021,10,GANGLTR,30-40,8
2021,10,GANGLTR,40-50,1
2021,10,GANGLTR,Juvenile,17
2021,10,INVSTG,19-30,1623
2021,10,INVSTG,30-40,605
2021,10,INVSTG,40-50,310
2021,10,INVSTG,50-60,187
2021,10,INVSTG,60 or older,86
2021,10,INVSTG,Juvenile,427
2021,11,GANGLTR,19-30,107
2021,11,GANGLTR,30-40,24
2021,11,GANGLTR,40-50,2
2021,11,GANGLTR,50-60,8
2021,11,GANGLTR,60 or older,1
2021,11,GANGLTR,Juvenile,29
2021,11,INVSTG,19-30,4034
2021,11,INVSTG,30-40,1937
2021,11,INVSTG,40-50,1003
2021,11,INVSTG,50-60,823
2021,11,INVSTG,60 or older,301
2021,11,INVSTG,Juvenile,656
2021,11,PRO,19-30,1
2021,11,PRO,30-40,1
2021,12,GANGLTR,19-30,105
2021,12,GANGLTR,30-40,59
2021,12,GANGLTR,40-50,66
2021,12,GANGLTR,50-60,55
2021,12,GANGLTR,60 or older,8
2021,12,GANGLTR,Juvenile,23
2021,12,INVSTG,19-30,1164
2021,12,INVSTG,30-40,436
2021,12,INVSTG,40-50,249
2021,12,INVSTG,50-60,194
2021,12,INVSTG,60 or older,66
2021,12,INVSTG,Juvenile,201
2021,12,PRO,50-60,1
2021,14,INVSTG,19-30,983
2021,14,INVSTG,30-40,371
2021,14,INVSTG,40-50,181
2021,14,INVSTG,50-60,106
2021,14,INVSTG,60 or older,57
2021,14,INVSTG,Juvenile,177
2021,14,PRO,19-30,1
2021,15,GANGLTR,19-30,116
2021,15,GANGLTR,30-40,72
2021,15,GANGLTR,40-50,12
2021,15,GANGLTR,50-60,3
2021,15,GANGLTR,60 or older,6
2021,15,GANGLTR,Juvenile,50
2021,15,INVSTG,19-30,1303
2021,15,INVSTG,30-40,673
2021,15,INVSTG,40-50,300
2021,15,INVSTG,50-60,244
2021,15,INVSTG,60 or older,86
2021,15,INVSTG,Juvenile,249
2021,15,PRO,30-40,2
2021,16,INVSTG,19-30,642
2021,16,INVSTG,30-40,414
2021,16,INVSTG,40-50,327
2021,16,INVSTG,50-60,221
2021,16,INVSTG,60 or older,128
2021,16,INVSTG,Juvenile,175
2021,16,PRO,40-50,1
2021,17,GANGLTR,19-30,1
2021,17,GANGLTR,50-60,3
2021,17,INVSTG,19-30,612
2021,17,INVSTG,30-40,187
2021,17,INVSTG,40-50,117
2021,17,INVSTG,50-60,60
2021,17,INVSTG,60 or older,19
2021,17,INVSTG,Juvenile,145
2021,18,GANGLTR,19-30,138
2021,18,GANGLTR,30-40,63
2021,18,GANGLTR,40-50,51
2021,18,GANGLTR,50-60,19
2021,18,GANGLTR,60 or older,4
2021,18,GANGLTR,Juvenile,1
2021,18,INVSTG,19-30,1605
2021,18,INVSTG,30-40,501
2021,18,INVSTG,40-50,234
2021,18,INVSTG,50-60,171
2021,18,INVSTG,60 or older,80
2021,18,INVSTG,Juvenile,247
2021,19,GANGLTR,19-30,33
2021,19,GANGLTR,30-40,3
2021,19,GANGLTR,40-50,3
2021,19,GANGLTR,50-60,9
2021,19,GANGLTR,Juvenile,4
2021,19,INVSTG,19-30,1146
2021,19,INVSTG,30-40,452
2021,19,INVSTG,40-50,250
2021,19,INVSTG,50-60,234
2021,19,INVSTG,60 or older,101
2021,19,INVSTG,Juvenile,182
2021,19,PRO,19-30,1
2021,20,GANGLTR,19-30,8
2021,20,GANGLTR,30-40,14
2021,20,GANGLTR,40-50,6
2021,20,GANGLTR,50-60,10
2021,20,GANGLTR,60 or older,2
2021,20,INVSTG,19-30,364
2021,20,INVSTG,30-40,314
2021,20,INVSTG,40-50,234
2021,20,INVSTG,50-60,257
2021,20,INVSTG,60 or older,145
2021,20,INVSTG,Juvenile,81
2021,22,INVSTG,19-30,1058
2021,22,INVSTG,30-40,340
2021,22,INVSTG,40-50,162
2021,22,INVSTG,50-60,90
2021,22,INVSTG,60 or older,53
2021,22,INVSTG,Juvenile,220
2021,24,GANGLTR,19-30,87
2021,24,GANGLTR,30-40,28
2021,24,GANGLTR,40-50,7
2021,24,GANGLTR,50-60,7
2021,24,GANGLTR,60 or older,4
2021,24,INVSTG,19-30,870
2021,24,INVSTG,30-40,326
2021,24,INVSTG,40-50,222
2021,24,INVSTG,50-60,112
2021,24,INVSTG,60 or older,72
2021,24,INVSTG,Juvenile,214
2021,25,GANGLTR,19-30,19
2021,25,GANGLTR,30-40,22
2021,25,GANGLTR,40-50,3
2021,25,GANGLTR,Juvenile,7
2021,25,INVSTG,19-30,2046
2021,25,INVSTG,30-40,670
2021,25,INVSTG,40-50,323
2021,25,INVSTG,50-60,206
2021,25,INVSTG,60 or older,54
2021,25,INVSTG,Juvenile,340
2021,25,PRO,19-30,2
2021,25,PRO,30-40,1
2021,25,PRO,40-50,1
2021,25,PRO,50-60,4
2021,31,GANGLTR,30-40,2
2021,31,INVSTG,19-30,88
2021,31,INVSTG,30-40,36
2021,31,INVSTG,40-50,13
2021,31,INVSTG,50-60,6
2021,31,INVSTG,Juvenile,23
2021,41,INVSTG,19-30,3
2021,41,INVSTG,40-50,1
2021,41,INVSTG,50-60,1
2021,51,INVSTG,19-30,2
2022,1,GANGLTR,19-30,2
2022,1,GANGLTR,Juvenile,2
2022,1,INVSTG,19-30,1597
2022,1,INVSTG,30-40,739
2022,1,INVSTG,40-50,298
2022,1,INVSTG,50-60,232
2022,1,INVSTG,60 or older,135
2022,1,INVSTG,Juvenile,423
2022,1,PRO,19-30,1
2022,1,PRO,40-50,1
2022,2,GANGLTR,19-30,8
2022,2,GANGLTR,30-40,23
2022,2,GANGLTR,40-50,19
2022,2,GANGLTR,50-60,13
2022,2,GANGLTR,60 or older,7
2022,2,INVSTG,19-30,1592
2022,2,INVSTG,30-40,691
2022,2,INVSTG,40-50,281
2022,2,INVSTG,50-60,140
2022,2,INVSTG,60 or older,76
2022,2,INVSTG,Juvenile,321
2022,3,GANGLTR,19-30,8
2022,3,GANGLTR,30-40,34
2022,3,GANGLTR,40-50,25
2022,3,GANGLTR,50-60,19
2022,3,GANGLTR,60 or older,10
2022,3,GANGLTR,Juvenile,4
2022,3,INVSTG,19-30,1019
2022,3,INVSTG,30-40,516
2022,3,INVSTG,40-50,206
2022,3,INVSTG,50-60,114
2022,3,INVSTG,60 or older,42
2022,3,INVSTG,Juvenile,267
2022,3,PRO,30-40,1
2022,4,GANGLTR,19-30,1
2022,4,GANGLTR,30-40,17
2022,4,GANGLTR,40-50,2
2022,4,GANGLTR,50-60,4
2022,4,GANGLTR,60 or older,6
2022,4,INVSTG,19-30,1567
2022,4,INVSTG,30-40,660
2022,4,INVSTG,40-50,307
2022,4,INVSTG,50-60,255
2022,4,INVSTG,60 or older,81
2022,4,INVSTG,Juvenile,298
2022,5,GANGLTR,19-30,4
2022,5,GANGLTR,30-40,2
2022,5,GANGLTR,40-50,1
2022,5,INVSTG,19-30,1848
2022,5,INVSTG,30-40,717
2022,5,INVSTG,40-50,392
2022,5,INVSTG,50-60,332
2022,5,INVSTG,60 or older,139
2022,5,INVSTG,Juvenile,346
2022,6,GANGLTR,19-30,6
2022,6,GANGLTR,30-40,10
2022,6,GANGLTR,40-50,3
2022,6,GANGLTR,Juvenile,1
2022,6,INVSTG,19-30,1899
2022,6,INVSTG,30-40,810
2022,6,INVSTG,40-50,260
2022,6,INVSTG,50-60,109
2022,6,INVSTG,60 or older,49
2022,6,INVSTG,Juvenile,364
2022,7,GANGLTR,19-30,16
2022,7,GANGLTR,30-40,7
2022,7,GANGLTR,40-50,3
2022,7,GANGLTR,50-60,7
2022,7,GANGLTR,60 or older,2
2022,7,INVSTG,19-30,2198
2022,7,INVSTG,30-40,928
2022,7,INVSTG,40-50,330
2022,7,INVSTG,50-60,175
2022,7,INVSTG,60 or older,83
2022,7,INVSTG,Juvenile,417
2022,8,GANGLTR,19-30,65
2022,8,GANGLTR,30-40,41
2022,8,GANGLTR,40-50,4
2022,8,GANGLTR,50-60,4
2022,8,GANGLTR,60 or older,1
2022,8,GANGLTR,Juvenile,1
2022,8,INVSTG,19-30,1650
2022,8,INVSTG,30-40,538
2022,8,INVSTG,40-50,246
2022,8,INVSTG,50-60,121
2022,8,INVSTG,60 or older,57
2022,8,INVSTG,Juvenile,452
2022,8,PRO,30-40,2
2022,8,PRO,40-50,1
2022,9,GANGLTR,19-30,6
2022,9,GANGLTR,Juvenile,4
2022,9,INVSTG,19-30,1731
2022,9,INVSTG,30-40,509
2022,9,INVSTG,40-50,201
2022,9,INVSTG,50-60,113
2022,9,INVSTG,60 or older,68
2022,9,INVSTG,Juvenile,368
2022,9,PRO,19-30,1
2022,10,GANGLTR,19-30,77
2022,10,GANGLTR,30-40,17
2022,10,GANGLTR,40-50,6
2022,10,GANGLTR,50-60,1
2022,10,GANGLTR,Juvenile,31
2022,10,INVSTG,19-30,1766
2022,10,INVSTG,30-40,738
2022,10,INVSTG,40-50,349
2022,10,INVSTG,50-60,214
2022,10,INVSTG,60 or older,107
2022,10,INVSTG,Juvenile,488
2022,11,GANGLTR,19-30,74
2022,11,GANGLTR,30-40,15
2022,11,GANGLTR,40-50,6
2022,11,GANGLTR,Juvenile,31
2022,11,INVSTG,19-30,2346
2022,11,INVSTG,30-40,1306
2022,11,INVSTG,40-50,729
2022,11,INVSTG,50-60,634
2022,11,INVSTG,60 or older,288
2022,11,INVSTG,Juvenile,382
2022,11,PRO,30-40,2
2022,12,GANGLTR,19-30,34
2022,12,GANGLTR,30-40,22
2022,12,GANGLTR,40-50,29
2022,12,GANGLTR,50-60,37
2022,12,GANGLTR,60 or older,12
2022,12,GANGLTR,Juvenile,8
2022,12,INVSTG,19-30,1689
2022,12,INVSTG,30-40,684
2022,12,INVSTG,40-50,382
2022,12,INVSTG,50-60,292
2022,12,INVSTG,60 or older,120
2022,12,INVSTG,Juvenile,291
2022,14,GANGLTR,30-40,1
2022,14,GANGLTR,40-50,1
2022,14,GANGLTR,50-60,1
2022,14,INVSTG,19-30,1034
2022,14,INVSTG,30-40,390
2022,14,INVSTG,40-50,179
2022,14,INVSTG,50-60,90
2022,14,INVSTG,60 or older,31
2022,14,INVSTG,Juvenile,247
2022,15,GANGLTR,19-30,116
2022,15,GANGLTR,30-40,50
2022,15,GANGLTR,40-50,3
2022,15,GANGLTR,50-60,5
2022,15,GANGLTR,60 or older,1
2022,15,GANGLTR,Juvenile,25
2022,15,INVSTG,19-30,1060
2022,15,INVSTG,30-40,611
2022,15,INVSTG,40-50,254
2022,15,INVSTG,50-60,190
2022,15,INVSTG,60 or older,73
2022,15,INVSTG,Juvenile,304
2022,16,INVSTG,19-30,789
2022,16,INVSTG,30-40,581
2022,16,INVSTG,40-50,491
2022,16,INVSTG,50-60,360
2022,16,INVSTG,60 or older,223
2022,16,INVSTG,Juvenile,186
2022,16,PRO,40-50,1
2022,17,INVSTG,19-30,957
2022,17,INVSTG,30-40,280
2022,17,INVSTG,40-50,144
2022,17,INVSTG,50-60,70
2022,17,INVSTG,60 or older,36
2022,17,INVSTG,Juvenile,199
2022,18,GANGLTR,19-30,66
2022,18,GANGLTR,30-40,102
2022,18,GANGLTR,40-50,84
2022,18,GANGLTR,50-60,108
2022,18,GANGLTR,60 or older,26
2022,18,GANGLTR,Juvenile,8
2022,18,INVSTG,19-30,1555
2022,18,INVSTG,30-40,699
2022,18,INVSTG,40-50,325
2022,18,INVSTG,50-60,235
2022,18,INVSTG,60 or older,114
2022,18,INVSTG,Juvenile,201
2022,19,GANGLTR,19-30,8
2022,19,GANGLTR,30-40,9
2022,19,GANGLTR,Juvenile,15
2022,19,INVSTG,19-30,1106
2022,19,INVSTG,30-40,455
2022,19,INVSTG,40-50,268
2022,19,INVSTG,50-60,233
2022,19,INVSTG,60 or older,115
2022,19,INVSTG,Juvenile,239
2022,20,GANGLTR,19-30,3
2022,20,GANGLTR,30-40,8
2022,20,GANGLTR,40-50,2
2022,20,GANGLTR,50-60,4
2022,20,GANGLTR,60 or older,2
2022,20,GANGLTR,Juvenile,1
2022,20,INVSTG,19-30,600
2022,20,INVSTG,30-40,392
2022,20,INVSTG,40-50,319
2022,20,INVSTG,50-60,431
2022,20,INVSTG,60 or older,245
2022,20,INVSTG,Juvenile,123
2022,22,GANGLTR,19-30,1
2022,22,GANGLTR,Juvenile,1
2022,22,INVSTG,19-30,1232
2022,22,INVSTG,30-40,432
2022,22,INVSTG,40-50,179
2022,22,INVSTG,50-60,89
2022,22,INVSTG,60 or older,56
2022,22,INVSTG,Juvenile,276
2022,24,GANGLTR,19-30,14
2022,24,GANGLTR,30-40,6
2022,24,GANGLTR,40-50,15
2022,24,GANGLTR,50-60,7
2022,24,GANGLTR,60 or older,1
2022,24,GANGLTR,Juvenile,1
2022,24,INVSTG,19-30,1286
2022,24,INVSTG,30-40,509
2022,24,INVSTG,40-50,370
2022,24,INVSTG,50-60,217
2022,24,INVSTG,60 or older,134
2022,24,INVSTG,Juvenile,260
2022,24,PRO,19-30,1
2022,25,GANGLTR,19-30,21
2022,25,GANGLTR,30-40,21
2022,25,GANGLTR,40-50,6
2022,25,GANGLTR,50-60,3
2022,25,GANGLTR,Juvenile,1
2022,25,INVSTG,19-30,1876
2022,25,INVSTG,30-40,647
2022,25,INVSTG,40-50,315
2022,25,INVSTG,50-60,209
2022,25,INVSTG,60 or older,83
2022,25,INVSTG,Juvenile,414
2022,25,PRO,30-40,4
2022,25,PRO,50-60,1
2022,25,PRO,60 or older,1
2022,31,INVSTG,19-30,95
2022,31,INVSTG,30-40,54
2022,31,INVSTG,40-50,16
2022,31,INVSTG,50-60,7
2022,31,INVSTG,60 or older,4
2022,31,INVSTG,Juvenile,24
2022,41,INVSTG,19-30,1
2022,41,INVSTG,30-40,1
2023,1,GANGLTR,19-30,1
2023,1,GANGLTR,30-40,2
2023,1,GANGLTR,40-50,2
2023,1,INVSTG,19-30,2388
2023,1,INVSTG,30-40,1067
2023,1,INVSTG,40-50,504
2023,1,INVSTG,50-60,306
2023,1,INVSTG,60 or older,192
2023,1,INVSTG,Juvenile,621
2023,2,GANGLTR,19-30,3
2023,2,GANGLTR,30-40,11
2023,2,GANGLTR,40-50,7
2023,2,GANGLTR,50-60,6
2023,2,GANGLTR,60 or older,6
2023,2,INVSTG,19-30,1884
2023,2,INVSTG,30-40,861
2023,2,INVSTG,40-50,328
2023,2,INVSTG,50-60,146
2023,2,INVSTG,60 or older,70
2023,2,INVSTG,Juvenile,489
2023,2,PRO,40-50,1
2023,3,GANGLTR,19-30,54
2023,3,GANGLTR,30-40,35
2023,3,GANGLTR,40-50,35
2023,3,GANGLTR,50-60,28
2023,3,GANGLTR,60 or older,9
2023,3,GANGLTR,Juvenile,17
2023,3,INVSTG,19-30,1064
2023,3,INVSTG,30-40,449
2023,3,INVSTG,40-50,181
2023,3,INVSTG,50-60,99
2023,3,INVSTG,60 or older,43
2023,3,INVSTG,Juvenile,418
2023,4,GANGLTR,19-30,1
2023,4,GANGLTR,30-40,2
2023,4,GANGLTR,40-50,1
2023,4,GANGLTR,50-60,1
2023,4,GANGLTR,60 or older,1
2023,4,GANGLTR,Juvenile,1
2023,4,INVSTG,19-30,1369
2023,4,INVSTG,30-40,592
2023,4,INVSTG,40-50,237
2023,4,INVSTG,50-60,157
2023,4,INVSTG,60 or older,60
2023,4,INVSTG,Juvenile,296
2023,5,INVSTG,19-30,1731
2023,5,INVSTG,30-40,943
2023,5,INVSTG,40-50,502
2023,5,INVSTG,50-60,332
2023,5,INVSTG,60 or older,195
2023,5,INVSTG,Juvenile,453
2023,5,PRO,50-60,1
2023,6,INVSTG,19-30,2426
2023,6,INVSTG,30-40,1006
2023,6,INVSTG,40-50,324
2023,6,INVSTG,50-60,112
2023,6,INVSTG,60 or older,43
2023,6,INVSTG,Juvenile,652
2023,7,GANGLTR,19-30,2
2023,7,GANGLTR,30-40,1
2023,7,GANGLTR,40-50,2
2023,7,GANGLTR,50-60,1
2023,7,GANGLTR,60 or older,3
2023,7,INVSTG,19-30,2671
2023,7,INVSTG,30-40,1315
2023,7,INVSTG,40-50,577
2023,7,INVSTG,50-60,348
2023,7,INVSTG,60 or older,168
2023,7,INVSTG,Juvenile,491
2023,7,PRO,40-50,1
2023,8,GANGLTR,19-30,48
2023,8,GANGLTR,30-40,30
2023,8,GANGLTR,40-50,5
2023,8,GANGLTR,60 or older,1
2023,8,GANGLTR,Juvenile,6
2023,8,INVSTG,19-30,1800
2023,8,INVSTG,30-40,634
2023,8,INVSTG,40-50,288
2023,8,INVSTG,50-60,141
2023,8,INVSTG,60 or older,71
2023,8,INVSTG,Juvenile,554
2023,8,PRO,19-30,5
2023,8,PRO,30-40,3
2023,8,PRO,40-50,1
2023,8,PRO,50-60,1
2023,8,PRO,Juvenile,3
2023,9,GANGLTR,19-30,4
2023,9,GANGLTR,30-40,1
2023,9,GANGLTR,Juvenile,1
2023,9,INVSTG,19-30,1730
2023,9,INVSTG,30-40,659
2023,9,INVSTG,40-50,312
2023,9,INVSTG,50-60,149
2023,9,INVSTG,60 or older,94
2023,9,INVSTG,Juvenile,480
2023,10,GANGLTR,19-30,15
2023,10,GANGLTR,30-40,5
2023,10,GANGLTR,Juvenile,10
2023,10,INVSTG,19-30,1617
2023,10,INVSTG,30-40,721
2023,10,INVSTG,40-50,420
2023,10,INVSTG,50-60,328
2023,10,INVSTG,60 or older,164
2023,10,INVSTG,Juvenile,560
2023,11,GANGLTR,19-30,170
2023,11,GANGLTR,30-40,25
2023,11,GANGLTR,40-50,7
2023,11,GANGLTR,50-60,2
2023,11,GANGLTR,Juvenile,75
2023,11,INVSTG,19-30,2507
2023,11,INVSTG,30-40,1575
2023,11,INVSTG,40-50,874
2023,11,INVSTG,50-60,667
2023,11,INVSTG,60 or older,284
2023,11,INVSTG,Juvenile,535
2023,11,PRO,Juvenile,1
2023,12,GANGLTR,19-30,22
2023,12,GANGLTR,30-40,5
2023,12,GANGLTR,40-50,1
2023,12,GANGLTR,50-60,4
2023,12,GANGLTR,60 or older,1
2023,12,GANGLTR,Juvenile,11
2023,12,INVSTG,19-30,1589
2023,12,INVSTG,30-40,654
2023,12,INVSTG,40-50,270
2023,12,INVSTG,50-60,206
2023,12,INVSTG,60 or older,98
2023,12,INVSTG,Juvenile,422
2023,14,GANGLTR,19-30,3
2023,14,GANGLTR,40-50,2
2023,14,INVSTG,19-30,1217
2023,14,INVSTG,30-40,553
2023,14,INVSTG,40-50,243
2023,14,INVSTG,50-60,126
2023,14,INVSTG,60 or older,59
2023,14,INVSTG,Juvenile,346
2023,15,GANGLTR,19-30,105
2023,15,GANGLTR,30-40,99
2023,15,GANGLTR,40-50,6
2023,15,GANGLTR,50-60,1
2023,15,GANGLTR,60 or older,3
2023,15,GANGLTR,Juvenile,20
2023,15,INVSTG,19-30,1095
2023,15,INVSTG,30-40,680
2023,15,INVSTG,40-50,305
2023,15,INVSTG,50-60,211
2023,15,INVSTG,60 or older,124
2023,15,INVSTG,Juvenile,302
2023,16,INVSTG,19-30,902
2023,16,INVSTG,30-40,554
2023,16,INVSTG,40-50,443
2023,16,INVSTG,50-60,315
2023,16,INVSTG,60 or older,187
2023,16,INVSTG,Juvenile,231
2023,16,PRO,40-50,1
2023,17,INVSTG,19-30,1334
2023,17,INVSTG,30-40,555
2023,17,INVSTG,40-50,343
2023,17,INVSTG,50-60,159
2023,17,INVSTG,60 or older,75
2023,17,INVSTG,Juvenile,232
2023,18,GANGLTR,19-30,48
2023,18,GANGLTR,30-40,67
2023,18,GANGLTR,40-50,51
2023,18,GANGLTR,50-60,43
2023,18,GANGLTR,60 or older,7
2023,18,GANGLTR,Juvenile,7
2023,18,INVSTG,19-30,1699
2023,18,INVSTG,30-40,898
2023,18,INVSTG,40-50,417
2023,18,INVSTG,50-60,309
2023,18,INVSTG,60 or older,144
2023,18,INVSTG,Juvenile,227
2023,18,PRO,19-30,1
2023,19,GANGLTR,19-30,42
2023,19,GANGLTR,30-40,23
2023,19,GANGLTR,40-50,3
2023,19,GANGLTR,Juvenile,24
2023,19,INVSTG,19-30,1280
2023,19,INVSTG,30-40,569
2023,19,INVSTG,40-50,279
2023,19,INVSTG,50-60,199
2023,19,INVSTG,60 or older,128
2023,19,INVSTG,Juvenile,251
2023,19,PRO,19-30,1
2023,20,GANGLTR,19-30,6
2023,20,GANGLTR,30-40,11
2023,20,GANGLTR,40-50,12
2023,20,GANGLTR,50-60,8
2023,20,GANGLTR,Juvenile,12
2023,20,INVSTG,19-30,787
2023,20,INVSTG,30-40,530
2023,20,INVSTG,40-50,406
2023,20,INVSTG,50-60,428
2023,20,INVSTG,60 or older,223
2023,20,INVSTG,Juvenile,255
2023,22,INVSTG,19-30,1039
2023,22,INVSTG,30-40,431
2023,22,INVSTG,40-50,180
2023,22,INVSTG,50-60,131
2023,22,INVSTG,60 or older,74
2023,22,INVSTG,Juvenile,335
2023,24,GANGLTR,19-30,13
2023,24,GANGLTR,30-40,26
2023,24,GANGLTR,40-50,26
2023,24,GANGLTR,50-60,21
2023,24,GANGLTR,60 or older,6
2023,24,INVSTG,19-30,1095
2023,24,INVSTG,30-40,564
2023,24,INVSTG,40-50,335
2023,24,INVSTG,50-60,275
2023,24,INVSTG,60 or older,138
2023,24,INVSTG,Juvenile,274
2023,25,GANGLTR,19-30,15
2023,25,GANGLTR,30-40,16
2023,25,GANGLTR,50-60,1
2023,25,GANGLTR,Juvenile,3
2023,25,INVSTG,19-30,1826
2023,25,INVSTG,30-40,855
2023,25,INVSTG,40-50,382
2023,25,INVSTG,50-60,200
2023,25,INVSTG,60 or older,88
2023,25,INVSTG,Juvenile,496
2023,31,INVSTG,19-30,94
2023,31,INVSTG,30-40,38
2023,31,INVSTG,40-50,23
2023,31,INVSTG,50-60,9
2023,31,INVSTG,60 or older,5
2023,31,INVSTG,Juvenile,32
2023,41,INVSTG,19-30,7
2023,41,INVSTG,30-40,1
2023,41,INVSTG,40-50,1
2023,61,INVSTG,Juvenile,2
