year,district,contact_type_cd,race_code_cd,r_count
2016,1,GANGLTR,BLK,12
2016,1,GANGLTR,WHT,5
2016,1,GANGLTR,WWH,1
2016,1,INVSTG,API,6
2016,1,INVSTG,BLK,1127
2016,1,INVSTG,I,2
2016,1,INVSTG,P,2
2016,1,INVSTG,WHT,222
2016,1,INVSTG,WWH,127
2016,2,GANGLTR,BLK,259
2016,2,GANGLTR,WHT,1
2016,2,GANGLTR,WWH,1
2016,2,INVSTG,API,44
2016,2,INVSTG,BLK,5064
2016,2,INVSTG,I,12
2016,2,INVSTG,P,5
2016,2,INVSTG,WHI,1
2016,2,INVSTG,WHT,101
2016,2,INVSTG,WWH,66
2016,3,GANGLTR,API,1
2016,3,GANGLTR,BLK,520
2016,3,GANGLTR,I,3
2016,3,GANGLTR,WHT,1
2016,3,INVSTG,API,33
2016,3,INVSTG,BLK,4206
2016,3,INVSTG,I,7
2016,3,INVSTG,P,1
2016,3,INVSTG,WHT,50
2016,3,INVSTG,WWH,30
2016,4,GANGLTR,API,3
2016,4,GANGLTR,BLK,389
2016,4,GANGLTR,WHT,3
2016,4,GANGLTR,WWH,19
2016,4,INVSTG,API,24
2016,4,INVSTG,BLK,4957
2016,4,INVSTG,I,14
2016,4,INVSTG,P,2
2016,4,INVSTG,WHI,1
2016,4,INVSTG,WHT,158
2016,4,INVSTG,WWH,1164
2016,5,GANGLTR,API,3
2016,5,GANGLTR,BLK,215
2016,5,GANGLTR,WHT,2
2016,5,INVSTG,API,27
2016,5,INVSTG,BLK,4077
2016,5,INVSTG,I,5
2016,5,INVSTG,P,3
2016,5,INVSTG,WBH,1
2016,5,INVSTG,WHT,66
2016,5,INVSTG,WWH,65
2016,6,GANGLTR,API,1
2016,6,GANGLTR,BLK,229
2016,6,INVSTG,API,32
2016,6,INVSTG,BLK,4302
2016,6,INVSTG,I,10
2016,6,INVSTG,P,3
2016,6,INVSTG,WHT,75
2016,6,INVSTG,WWH,42
2016,7,GANGLTR,API,2
2016,7,GANGLTR,BLK,151
2016,7,GANGLTR,WHT,3
2016,7,GANGLTR,WWH,2
2016,7,INVSTG,API,50
2016,7,INVSTG,BLK,7908
2016,7,INVSTG,I,12
2016,7,INVSTG,P,3
2016,7,INVSTG,WHI,2
2016,7,INVSTG,WHT,98
2016,7,INVSTG,WWH,124
2016,8,GANGLTR,API,1
2016,8,GANGLTR,BLK,426
2016,8,GANGLTR,WHT,15
2016,8,GANGLTR,WWH,37
2016,8,INVSTG,API,18
2016,8,INVSTG,BLK,2690
2016,8,INVSTG,I,10
2016,8,INVSTG,P,6
2016,8,INVSTG,WBH,2
2016,8,INVSTG,WHI,4
2016,8,INVSTG,WHT,715
2016,8,INVSTG,WWH,2658
2016,9,GANGLTR,BLK,68
2016,9,GANGLTR,WHT,12
2016,9,GANGLTR,WWH,377
2016,9,INVSTG,API,56
2016,9,INVSTG,BLK,2877
2016,9,INVSTG,I,6
2016,9,INVSTG,P,12
2016,9,INVSTG,U,1
2016,9,INVSTG,WHT,717
2016,9,INVSTG,WWH,4173
2016,10,GANGLTR,API,3
2016,10,GANGLTR,BLK,611
2016,10,GANGLTR,I,1
2016,10,GANGLTR,P,2
2016,10,GANGLTR,WHT,2
2016,10,GANGLTR,WWH,111
2016,10,INVSTG,API,26
2016,10,INVSTG,BLK,4975
2016,10,INVSTG,I,8
2016,10,INVSTG,P,3
2016,10,INVSTG,WBH,1
2016,10,INVSTG,WHI,1
2016,10,INVSTG,WHT,212
2016,10,INVSTG,WWH,2024
2016,11,GANGLTR,API,10
2016,11,GANGLTR,BLK,922
2016,11,GANGLTR,I,3
2016,11,GANGLTR,WHT,19
2016,11,GANGLTR,WWH,24
2016,11,INVSTG,API,53
2016,11,INVSTG,BLK,10273
2016,11,INVSTG,I,15
2016,11,INVSTG,P,2
2016,11,INVSTG,WHI,15
2016,11,INVSTG,WHT,770
2016,11,INVSTG,WWH,598
2016,12,GANGLTR,BLK,145
2016,12,GANGLTR,WHT,13
2016,12,GANGLTR,WWH,314
2016,12,INVSTG,API,23
2016,12,INVSTG,BLK,1848
2016,12,INVSTG,I,7
2016,12,INVSTG,P,9
2016,12,INVSTG,WHI,3
2016,12,INVSTG,WHT,431
2016,12,INVSTG,WWH,1607
2016,14,GANGLTR,BLK,74
2016,14,GANGLTR,WHT,3
2016,14,GANGLTR,WWH,119
2016,14,INVSTG,API,23
2016,14,INVSTG,BLK,488
2016,14,INVSTG,P,5
2016,14,INVSTG,WHI,1
2016,14,INVSTG,WHT,242
2016,14,INVSTG,WWH,1005
2016,15,GANGLTR,BLK,625
2016,15,GANGLTR,WHT,3
2016,15,GANGLTR,WWH,5
2016,15,INVSTG,API,23
2016,15,INVSTG,BLK,5858
2016,15,INVSTG,I,12
2016,15,INVSTG,P,3
2016,15,INVSTG,WBH,1
2016,15,INVSTG,WHT,148
2016,15,INVSTG,WWH,192
2016,16,INVSTG,API,81
2016,16,INVSTG,BLK,725
2016,16,INVSTG,I,2
2016,16,INVSTG,P,10
2016,16,INVSTG,WHI,13
2016,16,INVSTG,WHT,1370
2016,16,INVSTG,WWH,794
2016,17,GANGLTR,WWH,11
2016,17,INVSTG,API,58
2016,17,INVSTG,BLK,360
2016,17,INVSTG,I,4
2016,17,INVSTG,P,8
2016,17,INVSTG,U,1
2016,17,INVSTG,WHT,529
2016,17,INVSTG,WWH,1151
2016,18,GANGLTR,API,4
2016,18,GANGLTR,BLK,497
2016,18,GANGLTR,I,1
2016,18,GANGLTR,WHT,21
2016,18,GANGLTR,WWH,4
2016,18,INVSTG,API,13
2016,18,INVSTG,BLK,1004
2016,18,INVSTG,I,8
2016,18,INVSTG,P,4
2016,18,INVSTG,WHI,2
2016,18,INVSTG,WHT,235
2016,18,INVSTG,WWH,187
2016,19,GANGLTR,BLK,47
2016,19,GANGLTR,WHT,2
2016,19,GANGLTR,WWH,1
2016,19,INVSTG,API,30
2016,19,INVSTG,BLK,1415
2016,19,INVSTG,I,25
2016,19,INVSTG,P,19
2016,19,INVSTG,WHI,3
2016,19,INVSTG,WHT,619
2016,19,INVSTG,WWH,593
2016,20,GANGLTR,API,3
2016,20,GANGLTR,BLK,62
2016,20,GANGLTR,WHT,3
2016,20,GANGLTR,WWH,15
2016,20,INVSTG,API,57
2016,20,INVSTG,BLK,642
2016,20,INVSTG,I,24
2016,20,INVSTG,P,15
2016,20,INVSTG,WHI,1
2016,20,INVSTG,WHT,384
2016,20,INVSTG,WWH,621
2016,22,GANGLTR,BLK,75
2016,22,GANGLTR,I,3
2016,22,INVSTG,API,15
2016,22,INVSTG,BLK,2041
2016,22,INVSTG,I,6
2016,22,INVSTG,P,2
2016,22,INVSTG,WHT,144
2016,22,INVSTG,WWH,39
2016,24,GANGLTR,BLK,129
2016,24,GANGLTR,I,1
2016,24,GANGLTR,WHT,7
2016,24,GANGLTR,WWH,52
2016,24,INVSTG,API,104
2016,24,INVSTG,BLK,1888
2016,24,INVSTG,I,9
2016,24,INVSTG,P,28
2016,24,INVSTG,WHI,2
2016,24,INVSTG,WHT,739
2016,24,INVSTG,WWH,1035
2016,25,GANGLTR,API,1
2016,25,GANGLTR,BLK,242
2016,25,GANGLTR,WWH,28
2016,25,INVSTG,API,24
2016,25,INVSTG,BLK,1953
2016,25,INVSTG,I,7
2016,25,INVSTG,P,11
2016,25,INVSTG,WBH,2
2016,25,INVSTG,WHI,3
2016,25,INVSTG,WHT,557
2016,25,INVSTG,WWH,2642
2016,31,GANGLTR,BLK,8
2016,31,INVSTG,API,2
2016,31,INVSTG,BLK,273
2016,31,INVSTG,P,3
2016,31,INVSTG,WHI,1
2016,31,INVSTG,WHT,47
2016,31,INVSTG,WWH,85
2016,41,INVSTG,BLK,19
2016,41,INVSTG,WHT,4
2016,41,INVSTG,WWH,4
2016,51,INVSTG,BLK,1
2017,1,INVSTG,API,14
2017,1,INVSTG,BLK,1436
2017,1,INVSTG,I,4
2017,1,INVSTG,P,5
2017,1,INVSTG,WHI,1
2017,1,INVSTG,WHT,306
2017,1,INVSTG,WWH,178
2017,2,GANGLTR,API,1
2017,2,GANGLTR,BLK,267
2017,2,INVSTG,API,14
2017,2,INVSTG,BLK,4030
2017,2,INVSTG,I,4
2017,2,INVSTG,P,3
2017,2,INVSTG,WHT,71
2017,2,INVSTG,WWH,43
2017,3,GANGLTR,API,5
2017,3,GANGLTR,BLK,430
2017,3,GANGLTR,WHT,1
2017,3,GANGLTR,WWH,2
2017,3,INVSTG,API,16
2017,3,INVSTG,BLK,4174
2017,3,INVSTG,I,2
2017,3,INVSTG,P,2
2017,3,INVSTG,WHT,47
2017,3,INVSTG,WWH,42
2017,4,GANGLTR,API,3
2017,4,GANGLTR,BLK,734
2017,4,GANGLTR,WHT,4
2017,4,GANGLTR,WWH,9
2017,4,INVSTG,API,17
2017,4,INVSTG,BLK,7131
2017,4,INVSTG,I,5
2017,4,INVSTG,P,6
2017,4,INVSTG,WHT,267
2017,4,INVSTG,WWH,1636
2017,5,GANGLTR,API,2
2017,5,GANGLTR,BLK,238
2017,5,GANGLTR,WWH,1
2017,5,INVSTG,API,19
2017,5,INVSTG,BLK,4525
2017,5,INVSTG,I,10
2017,5,INVSTG,P,2
2017,5,INVSTG,WHI,3
2017,5,INVSTG,WHT,75
2017,5,INVSTG,WWH,80
2017,6,GANGLTR,API,3
2017,6,GANGLTR,BLK,1228
2017,6,GANGLTR,P,1
2017,6,GANGLTR,WHT,1
2017,6,GANGLTR,WWH,1
2017,6,INVSTG,API,20
2017,6,INVSTG,BLK,5928
2017,6,INVSTG,I,4
2017,6,INVSTG,P,3
2017,6,INVSTG,WHT,80
2017,6,INVSTG,WWH,52
2017,7,GANGLTR,BLK,145
2017,7,INVSTG,API,39
2017,7,INVSTG,BLK,7911
2017,7,INVSTG,I,7
2017,7,INVSTG,P,1
2017,7,INVSTG,WBH,1
2017,7,INVSTG,WHT,93
2017,7,INVSTG,WWH,194
2017,8,GANGLTR,API,1
2017,8,GANGLTR,BLK,678
2017,8,GANGLTR,WHT,29
2017,8,GANGLTR,WWH,54
2017,8,INVSTG,API,26
2017,8,INVSTG,BLK,2564
2017,8,INVSTG,I,8
2017,8,INVSTG,P,7
2017,8,INVSTG,WHI,2
2017,8,INVSTG,WHT,571
2017,8,INVSTG,WWH,2254
2017,9,GANGLTR,BLK,4
2017,9,GANGLTR,WHT,7
2017,9,GANGLTR,WWH,104
2017,9,INVSTG,API,55
2017,9,INVSTG,BLK,2465
2017,9,INVSTG,I,1
2017,9,INVSTG,P,10
2017,9,INVSTG,WBH,1
2017,9,INVSTG,WHI,3
2017,9,INVSTG,WHT,627
2017,9,INVSTG,WWH,3869
2017,10,GANGLTR,BLK,186
2017,10,GANGLTR,WHT,2
2017,10,GANGLTR,WWH,56
2017,10,INVSTG,API,15
2017,10,INVSTG,BLK,4603
2017,10,INVSTG,I,3
2017,10,INVSTG,P,3
2017,10,INVSTG,WBH,2
2017,10,INVSTG,WHI,3
2017,10,INVSTG,WHT,258
2017,10,INVSTG,WWH,2389
2017,11,GANGLTR,BLK,547
2017,11,GANGLTR,I,3
2017,11,GANGLTR,WHT,11
2017,11,GANGLTR,WWH,20
2017,11,INVSTG,API,40
2017,11,INVSTG,BLK,7904
2017,11,INVSTG,I,7
2017,11,INVSTG,P,5
2017,11,INVSTG,WHI,2
2017,11,INVSTG,WHT,540
2017,11,INVSTG,WWH,548
2017,12,GANGLTR,BLK,277
2017,12,GANGLTR,WHT,12
2017,12,GANGLTR,WWH,186
2017,12,INVSTG,API,20
2017,12,INVSTG,BLK,1879
2017,12,INVSTG,I,9
2017,12,INVSTG,P,8
2017,12,INVSTG,WHI,4
2017,12,INVSTG,WHT,337
2017,12,INVSTG,WWH,1364
2017,14,GANGLTR,BLK,13
2017,14,GANGLTR,I,1
2017,14,GANGLTR,WHT,2
2017,14,GANGLTR,WWH,18
2017,14,INVSTG,API,20
2017,14,INVSTG,BLK,649
2017,14,INVSTG,I,2
2017,14,INVSTG,P,3
2017,14,INVSTG,WBH,1
2017,14,INVSTG,WHT,387
2017,14,INVSTG,WWH,1144
2017,15,GANGLTR,API,1
2017,15,GANGLTR,BLK,408
2017,15,GANGLTR,I,4
2017,15,GANGLTR,WWH,1
2017,15,INVSTG,API,22
2017,15,INVSTG,BLK,5885
2017,15,INVSTG,I,4
2017,15,INVSTG,P,2
2017,15,INVSTG,WHI,1
2017,15,INVSTG,WHT,120
2017,15,INVSTG,WWH,150
2017,16,GANGLTR,WWH,3
2017,16,INVSTG,API,67
2017,16,INVSTG,BLK,634
2017,16,INVSTG,I,2
2017,16,INVSTG,P,13
2017,16,INVSTG,WHI,3
2017,16,INVSTG,WHT,1012
2017,16,INVSTG,WWH,779
2017,17,INVSTG,API,68
2017,17,INVSTG,BLK,278
2017,17,INVSTG,I,1
2017,17,INVSTG,P,5
2017,17,INVSTG,WHI,2
2017,17,INVSTG,WHT,550
2017,17,INVSTG,WWH,1037
2017,18,GANGLTR,API,1
2017,18,GANGLTR,BLK,362
2017,18,GANGLTR,I,1
2017,18,GANGLTR,P,1
2017,18,GANGLTR,WHT,12
2017,18,GANGLTR,WWH,2
2017,18,INVSTG,API,21
2017,18,INVSTG,BLK,1579
2017,18,INVSTG,I,7
2017,18,INVSTG,P,5
2017,18,INVSTG,WHI,1
2017,18,INVSTG,WHT,320
2017,18,INVSTG,WWH,204
2017,19,GANGLTR,BLK,239
2017,19,GANGLTR,WWH,4
2017,19,INVSTG,API,58
2017,19,INVSTG,BLK,1582
2017,19,INVSTG,I,13
2017,19,INVSTG,P,15
2017,19,INVSTG,WHI,5
2017,19,INVSTG,WHT,602
2017,19,INVSTG,WWH,639
2017,20,GANGLTR,BLK,133
2017,20,GANGLTR,P,3
2017,20,GANGLTR,WHT,3
2017,20,GANGLTR,WWH,24
2017,20,INVSTG,API,73
2017,20,INVSTG,BLK,747
2017,20,INVSTG,I,12
2017,20,INVSTG,P,8
2017,20,INVSTG,WHT,659
2017,20,INVSTG,WWH,654
2017,22,GANGLTR,BLK,42
2017,22,INVSTG,API,16
2017,22,INVSTG,BLK,2044
2017,22,INVSTG,I,4
2017,22,INVSTG,P,1
2017,22,INVSTG,WHT,180
2017,22,INVSTG,WWH,53
2017,24,GANGLTR,BLK,42
2017,24,GANGLTR,WHT,1
2017,24,GANGLTR,WWH,6
2017,24,INVSTG,API,172
2017,24,INVSTG,BLK,1977
2017,24,INVSTG,I,16
2017,24,INVSTG,P,53
2017,24,INVSTG,WHI,3
2017,24,INVSTG,WHT,735
2017,24,INVSTG,WWH,861
2017,25,GANGLTR,API,1
2017,25,GANGLTR,BLK,374
2017,25,GANGLTR,WHT,3
2017,25,GANGLTR,WWH,15
2017,25,INVSTG,API,14
2017,25,INVSTG,BLK,2046
2017,25,INVSTG,I,3
2017,25,INVSTG,P,9
2017,25,INVSTG,WBH,3
2017,25,INVSTG,WHI,5
2017,25,INVSTG,WHT,631
2017,25,INVSTG,WWH,2689
2017,31,INVSTG,API,1
2017,31,INVSTG,BLK,137
2017,31,INVSTG,WHT,23
2017,31,INVSTG,WWH,24
2017,41,INVSTG,BLK,3
2017,41,INVSTG,WHT,1
2018,1,GANGLTR,BLK,5
2018,1,INVSTG,API,50
2018,1,INVSTG,BLK,3474
2018,1,INVSTG,I,11
2018,1,INVSTG,P,16
2018,1,INVSTG,WHI,1
2018,1,INVSTG,WHT,884
2018,1,INVSTG,WWH,406
2018,2,GANGLTR,API,3
2018,2,GANGLTR,BLK,245
2018,2,INVSTG,API,22
2018,2,INVSTG,BLK,4734
2018,2,INVSTG,I,6
2018,2,INVSTG,P,7
2018,2,INVSTG,WHT,86
2018,2,INVSTG,WWH,67
2018,3,GANGLTR,API,3
2018,3,GANGLTR,BLK,430
2018,3,GANGLTR,WHT,1
2018,3,GANGLTR,WWH,2
2018,3,INVSTG,API,26
2018,3,INVSTG,BLK,4294
2018,3,INVSTG,I,10
2018,3,INVSTG,P,2
2018,3,INVSTG,WHI,1
2018,3,INVSTG,WHT,36
2018,3,INVSTG,WWH,54
2018,4,GANGLTR,API,3
2018,4,GANGLTR,BLK,1046
2018,4,GANGLTR,P,1
2018,4,GANGLTR,WHI,1
2018,4,GANGLTR,WHT,10
2018,4,GANGLTR,WWH,16
2018,4,INVSTG,API,32
2018,4,INVSTG,BLK,7503
2018,4,INVSTG,I,11
2018,4,INVSTG,P,3
2018,4,INVSTG,WHI,1
2018,4,INVSTG,WHT,335
2018,4,INVSTG,WWH,1608
2018,5,GANGLTR,BLK,274
2018,5,GANGLTR,I,1
2018,5,INVSTG,API,23
2018,5,INVSTG,BLK,6305
2018,5,INVSTG,I,6
2018,5,INVSTG,P,2
2018,5,INVSTG,WHI,1
2018,5,INVSTG,WHT,118
2018,5,INVSTG,WWH,109
2018,6,GANGLTR,API,1
2018,6,GANGLTR,BLK,629
2018,6,GANGLTR,P,1
2018,6,GANGLTR,WHT,4
2018,6,INVSTG,API,20
2018,6,INVSTG,BLK,7449
2018,6,INVSTG,I,6
2018,6,INVSTG,P,7
2018,6,INVSTG,WHT,103
2018,6,INVSTG,WWH,67
2018,7,GANGLTR,BLK,263
2018,7,GANGLTR,WWH,2
2018,7,INVSTG,API,36
2018,7,INVSTG,BLK,11538
2018,7,INVSTG,I,12
2018,7,INVSTG,P,7
2018,7,INVSTG,WHT,150
2018,7,INVSTG,WWH,357
2018,8,GANGLTR,API,1
2018,8,GANGLTR,BLK,353
2018,8,GANGLTR,WHT,3
2018,8,GANGLTR,WWH,32
2018,8,INVSTG,API,41
2018,8,INVSTG,BLK,3079
2018,8,INVSTG,I,13
2018,8,INVSTG,P,10
2018,8,INVSTG,WHI,2
2018,8,INVSTG,WHT,901
2018,8,INVSTG,WWH,3800
2018,9,GANGLTR,BLK,12
2018,9,GANGLTR,WHT,3
2018,9,GANGLTR,WWH,77
2018,9,INVSTG,API,49
2018,9,INVSTG,BLK,2493
2018,9,INVSTG,I,3
2018,9,INVSTG,P,12
2018,9,INVSTG,WBH,1
2018,9,INVSTG,WHI,3
2018,9,INVSTG,WHT,672
2018,9,INVSTG,WWH,3911
2018,10,GANGLTR,API,1
2018,10,GANGLTR,BLK,86
2018,10,GANGLTR,WHT,4
2018,10,GANGLTR,WWH,232
2018,10,INVSTG,API,16
2018,10,INVSTG,BLK,4844
2018,10,INVSTG,I,5
2018,10,INVSTG,P,11
2018,10,INVSTG,WHI,4
2018,10,INVSTG,WHT,336
2018,10,INVSTG,WWH,3264
2018,11,GANGLTR,API,2
2018,11,GANGLTR,BLK,512
2018,11,GANGLTR,P,1
2018,11,GANGLTR,WHT,8
2018,11,GANGLTR,WWH,20
2018,11,INVSTG,API,39
2018,11,INVSTG,BLK,8846
2018,11,INVSTG,I,6
2018,11,INVSTG,P,7
2018,11,INVSTG,U,1
2018,11,INVSTG,WBH,3
2018,11,INVSTG,WHI,10
2018,11,INVSTG,WHT,661
